Timestamp;Number of Sneezes;Current Activity;Location;Number of Blesses;Other Responses;Number of Nearby People;Notes;GeoStamp;GeoCode;GeoAddress
4/21/2022 12:19:15;3;Working;Home (Office);0;;0;;4/21/2022 12:19:15;40.7734957,-74.0379982;
4/22/2022 7:20:30;5;Making Lunch;Home (Kitchen);1;;1;;4/22/2022 7:20:30;40.7729056,-74.0335007;
4/22/2022 9:31:17;1;Working;Home (Office);0;;0;;4/22/2022 9:31:17;40.7734939,-74.0380178;
4/22/2022 12:10:35;3;Walking the dog;City Street;0;;0;;4/22/2022 12:10:35;40.7738619,-74.0382457;
4/23/2022 10:31:40;5;Walking to the car;Parking lot;1;;1;;4/23/2022 10:31:40;40.7751765,-74.0386416;
4/25/2022 7:02:30;2;Talking to Charlee;Home (Kitchen);1;;1;;4/25/2022 7:02:30;40.7722363,-74.0331335;
4/25/2022 7:18:26;4;Making Charlee's lunch;Home (Kitchen);1;;1;;4/25/2022 7:18:26;40.773443,-74.0380175;
4/25/2022 7:59:41;3;Working;Home (Office);0;;0;;4/25/2022 7:59:41;40.7722363,-74.0331335;
4/26/2022 17:08:24;1;Working;Home (Office);0;;0;;4/26/2022 17:08:24;40.7734949,-74.038009;
4/27/2022 6:58:49;4;Making Charlee's lunch;Home (Kitchen);1;;1;;4/27/2022 6:58:49;40.7733952,-74.0381172;
4/28/2022 17:44:22;4;Talking on the phone;Home (Kitchen);1;;1;;4/28/2022 17:44:22;40.7734953,-74.0380065;
4/29/2022 11:40:10;1;Working;Home (Office);0;;0;;4/29/2022 11:40:10;40.7752284,-74.0390088;
4/29/2022 18:05:48;3;Driving;Driving;1;;1;;4/29/2022 18:05:48;40.7743645,-74.0357534;
4/30/2022 9:48:15;3;Driving;Driving;1;;1;;4/30/2022 9:48:15;40.7725588,-74.0358316;
4/30/2022 12:33:16;2;Taking a Train Tour;Railway museum;1;;1;;4/30/2022 12:33:16;41.3976978,-73.4516706;
4/30/2022 14:32:46;3;Walking to the car;Parking lot;1;;1;;4/30/2022 14:32:46;41.3974148,-73.4519185;
4/30/2022 17:16:40;2;Driving;Car (Driving);1;;1;;4/30/2022 17:16:40;41.0713124,-73.9073871;
5/1/2022 18:39:45;4;Shopping;Farmers Market;1;;1;;5/1/2022 18:39:45;40.7734979,-74.0379811;
5/2/2022 17:50:41;2;Browsing the Internet;Home (Office);1;;1;;5/2/2022 17:50:41;40.7751245,-74.0382744;
5/3/2022 10:14:25;5;Walking the dog;City Street;0;;0;;5/3/2022 10:14:25;40.7751235961914,-74.0382766723632;
5/3/2022 15:52:49;4;Walking the dog;City Street;0;;0;;5/3/2022 15:52:49;40.7734985351562,-74.0380172729492;
5/3/2022 21:40:25;3;Talking to Charlee;Home (Bedroom);1;;1;;5/3/2022 21:40:25;40.7734967,-74.0379938;
5/4/2022 13:59:03;3;Working;Home (Office);0;;0;;5/4/2022 13:59:03;40.7734967,-74.0379993;
5/4/2022 16:08:11;1;Working;Home (Office);0;;0;;5/4/2022 16:08:11;40.7726489,-74.0338679;
5/8/2022 11:01:02;4;Driving;Car (Driving);1;;1;;5/8/2022 11:01:02;40.816217,-74.0083539;
5/8/2022 12:51:54;2;Cleaning;Home (Living Room);1;;1;;5/8/2022 12:51:54;40.7741954,-74.0360712;
5/9/2022 6:46:55;4;Staring out the window;Home (Office);1;;1;;5/9/2022 6:46:55;40.7734596,-74.0380457;
5/10/2022 10:10:02;3;Working;Home (Office);0;;0;;5/10/2022 10:10:02;40.782905,-74.0474541;
5/10/2022 10:38:35;3;Talking on the phone;Home (Office);1;;1;;5/10/2022 10:38:35;40.7732663,-74.0338679;
5/11/2022 12:44:55;3;Working;Home (Office);0;;0;;5/11/2022 12:44:55;40.7735004,-74.0379861;
5/11/2022 21:22:05;3;Laying in bed;Home (Bedroom);1;;1;;5/11/2022 21:22:05;40.7735027,-74.0379934;
5/12/2022 7:50:49;3;Working;Home (Office);0;;0;;5/12/2022 7:50:49;40.7734965,-74.0379888;
5/12/2022 12:16:49;3;Walking the dog;City Street;0;;0;;5/12/2022 12:16:49;40.7736761,-74.0380377;
5/12/2022 17:05:34;4;Walking the dog;Park;0;;0;;5/12/2022 17:05:34;40.7736225,-74.0380615;
5/13/2022 6:26:00;3;Doing Dishes;Home (Kitchen);1;;1;;5/13/2022 6:26:00;40.7849759,-74.0475997;
5/14/2022 11:43:09;4;Driving;Car (Driving);1;;1;;5/14/2022 11:43:09;40.774415,-74.0374147;
5/14/2022 13:19:45;4;Walking to the car;Parking lot;1;;1;;5/14/2022 13:19:45;40.8706545,-74.0394728;
5/15/2022 7:03:42;3;Driving;Car (Driving);1;;1;;5/15/2022 7:03:42;40.8679362,-74.0529234;
5/15/2022 13:40:27;4;Walking to lunch;City Street;1;;1;;5/15/2022 13:40:27;40.774003,-74.0340746;
5/16/2022 10:02:04;2;Working;Home (Office);0;;1;;5/16/2022 10:02:04;40.7726489,-74.0338679;
5/16/2022 16:13:53;1;Walking the dog;City Street;1;;1;;5/16/2022 16:13:53;40.7736573,-74.0381525;
5/17/2022 8:19:59;4;Running;City Street;0;;0;;5/17/2022 8:19:59;40.7751765,-74.0386416;
5/19/2022 9:48:30;3;Working;Home (Office);0;;0;;5/19/2022 9:48:30;40.7735912,-74.03806;
5/19/2022 15:41:21;4;Walking the dog;City Street;0;;0;;5/19/2022 15:41:21;40.7734988,-74.0380181;
5/20/2022 8:00:58;3;Moving my car;Car (Driving);0;;0;;5/20/2022 8:00:58;40.7738157,-74.0382;
5/20/2022 11:44:38;2;Working;Home (Office);0;;0;;5/20/2022 11:44:38;40.7734811,-74.0380261;
5/21/2022 8:30:03;4;Running;City Street;0;;0;;5/21/2022 8:30:03;40.7736783,-74.0379004;
5/23/2022 8:41:42;3;Running;City Street;0;;0;;5/23/2022 8:41:42;40.7634978,-74.0315269;
5/23/2022 9:14:30;1;Showering;Home (Bathroom);0;;0;;5/23/2022 9:14:30;40.7734869,-74.0379847;
5/23/2022 11:03:54;2;Working;Home (Office);0;;0;;5/23/2022 11:03:54;40.7734884,-74.0379864;
5/23/2022 16:21:39;1;Walking the dog;City Street;0;;0;;5/23/2022 16:21:39;40.7734757,-74.0380113;
5/24/2022 10:02:24;4;Showering;Home (Bathroom);0;;0;;5/24/2022 10:02:24;40.7735398,-74.0378766;
5/24/2022 11:43:32;2;Working;Home (Office);0;;0;;5/24/2022 11:43:32;40.7733713,-74.0380915;
5/25/2022 10:03:51;2;Working;Home (Office);0;;0;;5/25/2022 10:03:51;40.7734947,-74.0379791;
5/25/2022 14:15:04;1;Working;Home (Office);0;;0;;5/25/2022 14:15:04;40.7734825,-74.0379916;
5/26/2022 9:38:46;1;Working;Home (Office);1;;1;;5/26/2022 9:38:46;40.7733748,-74.0379155;
5/26/2022 15:57:54;3;Walking the dog;City Street;1;;1;;5/26/2022 15:57:54;40.7736527,-74.0378272;
5/27/2022 10:15:10;2;Waiting to board;Disney Cruise;0;;0;;5/27/2022 10:15:10;28.413578,-80.6305573;
5/27/2022 14:25:03;3;Lounging;Disney Dream;1;;1;;5/27/2022 14:25:03;28.4138463,-80.6294337;
5/28/2022 7:52:39;5;Cruising;Disney Dream;1;;1;;5/28/2022 7:52:39;25.0861023,-77.3530277;
5/28/2022 10:39:17;1;Touring;Nassau;1;;1;;5/28/2022 10:39:17;25.0643329,-77.3572013;
5/28/2022 11:13:57;3;Touring;Nassau;1;;1;;5/28/2022 11:13:57;25.0745205,-77.3489075;
5/28/2022 11:39:58;4;Touring;Nassau;1;;1;;5/28/2022 11:39:58;25.0744684,-77.3486109;
5/29/2022 8:59:00;3;Lounging;Beach;1;;1;;5/29/2022 8:59:00;26.0853169,-77.5385517;
5/30/2022 6:51:17;3;Debarking;Port Canaveral;1;;1;;5/30/2022 6:51:17;26.0853409,-77.5385995;
5/30/2022 9:11:09;1;Walking;Disney;1;;1;;5/30/2022 9:11:09;28.3705286,-81.5162958;
5/30/2022 11:27:21;2;Walking;Disney;1;;1;;5/30/2022 11:27:21;28.3714472,-81.5165555;
5/31/2022 7:07:27;3;Safaring;Animal Kingdom;1;;1;;5/31/2022 7:07:27;28.3594591,-81.5923713;
5/31/2022 13:26:10;3;Waiting in line;Animal Kingdom;1;;1;;5/31/2022 13:26:10;28.3554687,-81.5921609;
6/1/2022 8:24:04;1;Watching TV;Hotel Room;1;;1;;6/1/2022 8:24:04;28.3727452,-81.5105425;
6/1/2022 9:26:25;1;Walking;City Street;1;;1;;6/1/2022 9:26:25;28.3644375,-81.5615279;
6/1/2022 10:49:43;3;Walking;Golf course;1;;1;;6/1/2022 10:49:43;28.3644349,-81.560819;
6/2/2022 8:49:06;3;Waiting in line;Magic Kingdom;1;;1;;6/2/2022 8:49:06;28.4205472,-81.5821176;
6/2/2022 9:42:07;3;Walking;Magic Kingdom;1;;1;;6/2/2022 9:42:07;28.4200164,-81.5813903;
6/2/2022 15:35:25;3;Walking;Magic Kingdom;1;;1;;6/2/2022 15:35:25;28.418967,-81.5844766;
6/3/2022 7:44:40;1;Walking;Universal Studios;1;;1;;6/3/2022 7:44:40;28.4738697,-81.4615393;
6/3/2022 9:59:50;3;Navigating;Universal Studios;1;;1;;6/3/2022 9:59:50;28.4798773,-81.470149;
6/3/2022 12:00:14;3;Navigating;Universal Studios;1;;1;;6/3/2022 12:00:14;28.4729788,-81.4726913;
6/4/2022 9:31:39;4;Walking;Disney Springs;1;;1;;6/4/2022 9:31:39;28.3701678,-81.5226895;
6/4/2022 10:14:13;3;Lounging;Typhoon Lagoon;1;;1;;6/4/2022 10:14:13;28.3691356,-81.5194796;
6/4/2022 15:19:08;2;Swimming;Typhoon Lagoon;1;;1;;6/4/2022 15:19:08;28.3720568,-81.5179228;
6/5/2022 11:03:03;4;Eating Lunch;Joe's Crabshack;1;;1;;6/5/2022 11:03:03;33.7154415,-78.8799756;
6/5/2022 12:12:37;2;Walking;Joe's Crabshack;1;;1;;6/5/2022 12:12:37;33.7148616,-78.8795119;
6/5/2022 13:20:04;2;Walking;Celebrity Circle;1;;1;;6/5/2022 13:20:04;33.7155705,-78.8771827;
6/6/2022 7:00:57;4;Walking the dog;City Street;1;;1;;6/6/2022 7:00:57;40.7734656,-74.0380315;
6/6/2022 17:58:15;2;Staring out the window;Home (Kitchen);1;;1;;6/6/2022 17:58:15;40.7734899,-74.0380037;
6/7/2022 8:15:39;6;Moving my car;City Street;1;;1;;6/7/2022 8:15:39;40.7729087,-74.0362291;
6/7/2022 20:06:31;3;Changing Clothes;Home (Bedroom);1;;1;;6/7/2022 20:06:31;40.7734919,-74.0379761;
6/9/2022 9:00:12;3;Running;Swamplands;0;;0;;6/9/2022 9:00:12;40.796098,-74.0520868;
6/9/2022 12:35:18;4;Working;Home (Office);1;;1;;6/9/2022 12:35:18;40.7734929,-74.0380003;
6/10/2022 10:09:14;2;Working;Home (Office);0;;0;;6/10/2022 10:09:14;40.7734886,-74.0379828;
6/10/2022 15:56:56;4;Waiting for the bus;Bus stop;1;;1;;6/10/2022 15:56:56;40.7731674,-74.0369546;
6/11/2022 9:57:39;1;Eating Breakfast;IHOP;1;;1;Jojo blessed this one;6/11/2022 9:57:39;40.774693,-74.0333244;
6/11/2022 11:25:43;4;Walking;City Street;1;;1;;6/11/2022 11:25:43;40.7734851,-74.0379578;
6/13/2022 7:34:03;4;Putting on clothes;Home (Bedroom);1;;1;;6/13/2022 7:34:03;40.7734876,-74.0379536;
6/13/2022 17:31:46;2;Walking to aldi;Parking lot;0;;0;;6/13/2022 17:31:46;40.7735458,-74.0379639;
6/13/2022 18:49:44;2;Cooking dinner;Home (Kitchen);1;;1;;6/13/2022 18:49:44;40.7734361,-74.0380839;
6/14/2022 7:34:29;3;Making Charlee's lunch;Home (Kitchen);1;;1;;6/14/2022 7:34:29;40.7734913,-74.0379833;
6/14/2022 7:59:59;2;Working;Home (Office);0;;0;;6/14/2022 7:59:59;40.7734871,-74.0379747;
6/15/2022 6:44:47;4;Walking the dog;Front Porch;1;;1;;6/15/2022 6:44:47;40.7735172,-74.0378414;
6/15/2022 10:35:27;2;Working;Home (Office);0;;0;;6/15/2022 10:35:27;40.7734694,-74.0380069;
6/15/2022 20:16:08;2;Watching a movie;Home (Living Room);1;;1;;6/15/2022 20:16:08;40.7735079,-74.0379633;
6/16/2022 7:56:52;2;Taking out the trash;Home (Kitchen);0;;0;;6/16/2022 7:56:52;40.7734915,-74.0379753;
6/17/2022 10:32:34;3;Talking to Charlee;Hotel Room;1;;1;;6/17/2022 10:32:34;40.7624383,-73.9837247;
6/17/2022 15:20:51;3;Running;Central park;1;;1;;6/17/2022 15:20:51;40.7777014,-73.9748;
6/18/2022 7:25:08;3;Walking;City Street;1;;1;;6/18/2022 7:25:08;40.7614295,-74.0007534;
6/18/2022 8:18:35;3;Video Games;Conference Center;1;;1;;6/18/2022 8:18:35;40.760067,-74.0022418;
6/18/2022 10:26:34;2;Buying lunch;Food trucks;1;;1;;6/18/2022 10:26:34;40.758672,-74.0003965;
6/18/2022 11:21:46;3;Riding the bus;Car (Passenger);1;;1;;6/18/2022 11:21:46;40.758858,-73.9997145;
6/18/2022 12:25:06;3;Getting oil changed;Car (Passenger);1;;1;;6/18/2022 12:25:06;40.8013473,-74.0709523;
6/19/2022 13:25:35;4;Sitting in the sun;Boardwalk;1;;1;;6/19/2022 13:25:35;40.7498075,-74.0234123;
6/21/2022 7:10:20;3;Making Charlee's lunch;Home (Kitchen);1;;1;;6/21/2022 7:10:20;40.7735381,-74.0380424;
6/21/2022 10:51:22;3;Working;Home (Office);0;;0;;6/21/2022 10:51:22;40.7734794616699,-74.037971496582;
6/21/2022 11:56:06;2;Working;Home (Office);0;;0;;6/21/2022 11:56:06;40.7734757,-74.0379841;
6/21/2022 20:27:10;2;Watching TV;Home (Living Room);0;;1;;6/21/2022 20:27:10;40.7734839,-74.0379659;
6/22/2022 8:55:34;1;Working;Home (Office);0;;0;;6/22/2022 8:55:34;40.7734299,-74.0379297;
6/22/2022 12:15:38;1;Working;Home (Office);0;;0;;6/22/2022 12:15:38;40.7734789,-74.0379972;
